matricula;tipus;dia_hora;durada;hora;dia_setmana;dia_setmana_dec
9367 JQN;4;2023-06-29 11:41:59;6117;11.7;3;3.5
0153 OCG;4;2023-09-07 14:29:44;6256;14.5;3;3.6
0153 OCG;4;2023-09-08 07:25:38;11261;7.4;4;4.3
0153 OCG;4;2023-05-29 05:59:29;10254;6.0;0;0.2
0153 OCG;4;2023-12-16 11:15:25;688;11.3;5;5.5
0153 OCG;4;2023-10-14 12:45:08;7723;12.8;5;5.5
0153 OCG;4;2023-07-06 00:36:56;8692;0.6;3;3.0
0153 OCG;4;2023-12-11 16:17:46;5156;16.3;0;0.7
0153 OCG;4;2023-06-16 18:14:41;2977;18.2;4;4.8
0153 OCG;4;2023-09-28 10:03:36;87;10.1;3;3.4
0153 OCG;4;2023-11-11 12:16:21;8436;12.3;5;5.5
0400 OOZ;4;2023-06-06 06:23:17;7162;6.4;1;1.3
0400 OOZ;4;2023-04-24 21:40:22;11971;21.7;0;0.9
0400 OOZ;4;2023-09-07 14:11:14;11240;14.2;3;3.6
0400 OOZ;4;2023-11-06 19:40:12;5304;19.7;0;0.8
0400 OOZ;4;2023-12-19 16:57:50;8179;17.0;1;1.7
3330 CFP;4;2023-11-10 20:51:11;4796;20.9;4;4.9
3330 CFP;4;2023-10-11 14:16:19;9676;14.3;2;2.6
3330 CFP;4;2023-02-08 10:24:46;7730;10.4;2;2.4
3330 CFP;4;2023-02-22 18:18:14;2930;18.3;2;2.8
8844 ZCH;4;2023-03-18 23:02:24;4679;23.0;5;6.0
8844 ZCH;4;2023-10-13 08:45:12;5255;8.8;4;4.4
8844 ZCH;4;2023-10-27 17:57:11;4797;18.0;4;4.8
8844 ZCH;4;2023-09-16 21:58:23;2066;22.0;5;5.9
8844 ZCH;4;2023-09-09 15:21:52;12619;15.4;5;5.6
8844 ZCH;4;2023-08-17 21:09:40;7361;21.2;3;3.9
8844 ZCH;4;2023-09-11 05:29:55;8348;5.5;0;0.2
8844 ZCH;4;2023-06-12 11:50:34;8551;11.8;0;0.5
8844 ZCH;4;2023-02-01 17:34:33;8680;17.6;2;2.7
8844 ZCH;4;2023-07-06 07:44:14;11623;7.7;3;3.3
0201 XMP;4;2023-01-29 11:11:52;11202;11.2;6;6.5
0201 XMP;4;2023-05-06 00:59:47;11708;1.0;5;5.0
0201 XMP;4;2023-01-20 02:20:48;12955;2.3;4;4.1
0201 XMP;4;2023-07-11 23:08:03;7191;23.1;1;2.0
0201 XMP;4;2023-05-28 06:18:15;11321;6.3;6;6.3
0201 XMP;4;2023-07-01 07:11:40;13188;7.2;5;5.3
0201 XMP;4;2023-11-29 14:27:15;4363;14.5;2;2.6
0201 XMP;4;2023-06-15 09:12:03;5683;9.2;3;3.4
0201 XMP;4;2023-08-30 19:30:30;6872;19.5;2;2.8
6549 RCC;4;2023-02-19 19:29:14;10072;19.5;6;6.8
6549 RCC;4;2023-04-27 09:17:56;6152;9.3;3;3.4
6549 RCC;4;2023-01-23 20:38:41;411;20.6;0;0.9
6549 RCC;4;2023-07-07 17:03:04;522;17.1;4;4.7
6549 RCC;4;2023-02-07 22:16:44;4249;22.3;1;1.9
6549 RCC;4;2023-02-15 16:00:49;5419;16.0;2;2.7
6549 RCC;4;2023-08-23 07:16:39;687;7.3;2;2.3
3168 WLS;4;2023-11-13 16:10:55;5776;16.2;0;0.7
3168 WLS;4;2023-06-23 02:44:37;9571;2.7;4;4.1
3168 WLS;4;2023-09-29 02:47:38;8944;2.8;4;4.1
3168 WLS;4;2023-02-27 22:54:35;2865;22.9;0;1.0
3168 WLS;4;2023-08-26 19:17:37;7964;19.3;5;5.8
3168 WLS;4;2023-07-15 16:25:50;13547;16.4;5;5.7
3168 WLS;4;2023-02-13 05:54:04;12560;5.9;0;0.2
0586 NOG;4;2023-05-30 20:11:30;10214;20.2;1;1.8
0586 NOG;4;2023-06-05 21:18:26;5064;21.3;0;0.9
0586 NOG;4;2023-05-27 13:04:25;8891;13.1;5;5.5
0586 NOG;4;2023-03-20 05:20:56;2464;5.3;0;0.2
0586 NOG;4;2023-07-16 06:42:25;11383;6.7;6;6.3
0586 NOG;4;2023-09-06 10:53:47;8087;10.9;2;2.5
0586 NOG;4;2023-04-10 08:28:20;2689;8.5;0;0.4
2392 UTZ;4;2023-06-08 01:00:16;1715;1.0;3;3.0
2392 UTZ;4;2023-01-14 13:26:18;9886;13.4;5;5.6
2392 UTZ;4;2023-05-13 10:58:21;10440;11.0;5;5.5
2392 UTZ;4;2023-10-11 19:51:22;4595;19.9;2;2.8
2392 UTZ;4;2023-05-20 13:39:42;10646;13.7;5;5.6
1758 TLC;4;2023-11-14 18:36:45;10917;18.6;1;1.8
1758 TLC;4;2023-04-07 10:01:27;4519;10.0;4;4.4
1758 TLC;4;2023-01-29 07:24:15;6194;7.4;6;6.3
1758 TLC;4;2023-04-12 11:43:33;8433;11.7;2;2.5
1758 TLC;4;2023-04-16 00:58:21;7884;1.0;6;6.0
1758 TLC;4;2023-10-22 12:43:02;6939;12.7;6;6.5
1758 TLC;4;2023-07-29 00:29:51;8312;0.5;5;5.0
1758 TLC;4;2023-02-22 13:20:58;8584;13.3;2;2.6
1758 TLC;4;2023-10-24 01:02:11;8343;1.0;1;1.0
0676 VIR;4;2023-10-23 22:39:43;7200;22.7;0;0.9
0676 VIR;4;2023-05-26 00:00:29;6148;0.0;4;4.0
0676 VIR;4;2023-04-10 15:32:25;8997;15.5;0;0.6
0676 VIR;4;2023-01-14 18:47:45;11561;18.8;5;5.8
0676 VIR;4;2023-05-10 05:35:54;7584;5.6;2;2.2
0676 VIR;4;2023-09-17 03:04:43;8257;3.1;6;6.1
0676 VIR;4;2023-08-04 01:14:06;6541;1.2;4;4.0
0676 VIR;4;2023-02-26 07:12:50;4386;7.2;6;6.3
0676 VIR;4;2023-10-03 23:47:44;11025;23.8;1;2.0
0676 VIR;4;2023-08-23 23:47:46;7200;23.8;2;3.0
3808 AJS;4;2023-04-29 04:31:58;12652;4.5;5;5.2
3808 AJS;4;2023-09-13 10:09:06;8626;10.2;2;2.4
3808 AJS;4;2023-07-11 05:55:55;15367;5.9;1;1.2
3808 AJS;4;2023-05-27 10:07:45;8912;10.1;5;5.4
3808 AJS;4;2023-01-29 16:22:48;14925;16.4;6;6.7
3808 AJS;4;2023-12-25 05:21:36;4531;5.4;0;0.2
3808 AJS;4;2023-09-10 14:55:49;4510;14.9;6;6.6
3808 AJS;4;2023-10-16 07:30:02;5865;7.5;0;0.3
3808 AJS;4;2023-07-29 10:54:58;6235;10.9;5;5.5
3808 AJS;4;2023-01-02 21:48:08;10936;21.8;0;0.9
5971 NZM;4;2023-08-07 13:10:47;9483;13.2;0;0.5
5971 NZM;4;2023-12-16 08:16:20;7396;8.3;5;5.3
5971 NZM;4;2023-03-09 09:55:11;1567;9.9;3;3.4
5971 NZM;4;2023-09-02 18:14:47;11933;18.2;5;5.8
5971 NZM;4;2023-09-28 22:12:21;8014;22.2;3;3.9
5971 NZM;4;2023-03-25 21:07:41;7200;21.1;5;5.9
0905 MFA;4;2023-11-07 01:11:58;8280;1.2;1;1.1
0905 MFA;4;2023-09-02 13:13:41;10124;13.2;5;5.5
0905 MFA;4;2023-11-28 07:43:00;2899;7.7;1;1.3
0905 MFA;4;2023-07-22 17:41:01;9412;17.7;5;5.7
0905 MFA;4;2023-01-14 12:54:34;5463;12.9;5;5.5
0905 MFA;4;2023-09-18 08:09:37;2429;8.2;0;0.3
0905 MFA;4;2023-10-07 23:51:27;8984;23.9;5;6.0
0905 MFA;4;2023-08-27 06:05:02;6820;6.1;6;6.3
0905 MFA;4;2023-05-05 11:27:34;8390;11.5;4;4.5
0905 MFA;4;2023-06-09 06:09:58;12237;6.2;4;4.3
2934 FND;4;2023-09-13 07:21:26;11162;7.4;2;2.3
2934 FND;4;2023-10-16 12:52:39;5972;12.9;0;0.5
2934 FND;4;2023-07-05 04:12:05;8272;4.2;2;2.2
2934 FND;4;2023-07-16 19:04:22;8506;19.1;6;6.8
5187 KLT;4;2023-01-05 02:43:07;1207;2.7;3;3.1
5187 KLT;4;2023-05-19 02:55:15;10245;2.9;4;4.1
5187 KLT;4;2023-05-08 17:21:32;5204;17.4;0;0.7
5187 KLT;4;2023-03-31 02:35:11;6878;2.6;4;4.1
5187 KLT;4;2023-09-08 18:58:54;3910;19.0;4;4.8
5187 KLT;4;2023-06-12 07:04:33;8231;7.1;0;0.3
3177 OTF;4;2023-07-28 09:38:22;9985;9.6;4;4.4
3177 OTF;4;2023-04-16 16:42:58;12517;16.7;6;6.7
3177 OTF;4;2023-10-08 11:27:39;9068;11.5;6;6.5
3177 OTF;4;2023-08-30 22:58:34;8820;23.0;2;3.0
3177 OTF;4;2023-12-23 16:03:07;5053;16.1;5;5.7
3177 OTF;4;2023-05-10 11:59:41;7667;12.0;2;2.5
3177 OTF;4;2023-07-25 12:00:10;14761;12.0;1;1.5
3177 OTF;4;2023-06-30 21:23:53;12270;21.4;4;4.9
6498 MWI;4;2023-11-07 19:43:49;5193;19.7;1;1.8
6498 MWI;4;2022-12-31 15:53:29;8449;15.9;5;5.7
6498 MWI;4;2023-09-10 17:55:47;2436;17.9;6;6.7
6498 MWI;4;2023-08-03 07:01:10;4771;7.0;3;3.3
6498 MWI;4;2023-09-14 09:46:38;6034;9.8;3;3.4
6498 MWI;4;2023-07-24 17:04:43;10593;17.1;0;0.7
6498 MWI;4;2023-02-08 19:14:40;7418;19.2;2;2.8
6245 UDD;4;2023-09-29 21:00:05;9469;21.0;4;4.9
6245 UDD;4;2023-04-14 03:41:32;7062;3.7;4;4.2
6245 UDD;4;2023-06-25 19:40:38;4348;19.7;6;6.8
6245 UDD;4;2023-08-20 11:49:41;2237;11.8;6;6.5
6245 UDD;4;2023-12-23 11:39:04;7187;11.7;5;5.5
6245 UDD;4;2023-01-16 17:10:32;7200;17.2;0;0.7
6245 UDD;4;2023-07-17 04:39:57;7200;4.7;0;0.2
3832 HFF;4;2023-10-27 08:54:47;5526;8.9;4;4.4
3832 HFF;4;2023-12-07 09:49:25;10251;9.8;3;3.4
3832 HFF;4;2023-02-06 15:56:00;9909;15.9;0;0.7
3832 HFF;4;2023-08-09 16:45:33;4701;16.8;2;2.7
3832 HFF;4;2023-08-14 11:16:33;9058;11.3;0;0.5
3832 HFF;4;2023-06-29 02:15:49;7086;2.3;3;3.1
3832 HFF;4;2023-11-24 13:59:20;2715;14.0;4;4.6
3832 HFF;4;2023-08-28 19:28:30;13805;19.5;0;0.8
3832 HFF;4;2023-01-05 13:31:47;6418;13.5;3;3.6
3832 HFF;4;2023-07-05 01:12:14;11529;1.2;2;2.0
1756 WJP;4;2023-08-11 07:24:27;4387;7.4;4;4.3
1756 WJP;4;2023-01-31 05:15:29;7200;5.3;1;1.2
1756 WJP;4;2023-11-15 07:21:08;3345;7.4;2;2.3
1756 WJP;4;2023-05-30 09:43:11;3399;9.7;1;1.4
1756 WJP;4;2023-02-13 08:20:30;10037;8.3;0;0.3
1756 WJP;4;2023-02-03 15:21:31;6079;15.4;4;4.6
1756 WJP;4;2023-11-09 16:56:58;13490;16.9;3;3.7
9779 EXL;4;2023-01-08 04:11:14;8068;4.2;6;6.2
9779 EXL;4;2023-02-26 22:44:37;3679;22.7;6;6.9
9779 EXL;4;2023-05-11 13:16:59;6180;13.3;3;3.6
9779 EXL;4;2023-05-22 16:20:55;9189;16.3;0;0.7
9779 EXL;4;2023-08-28 07:52:16;11723;7.9;0;0.3
2907 QPU;4;2023-09-01 10:22:17;6369;10.4;4;4.4
2907 QPU;4;2023-02-07 18:16:39;3776;18.3;1;1.8
2907 QPU;4;2023-10-04 16:47:36;4243;16.8;2;2.7
2907 QPU;4;2023-04-04 23:02:44;7500;23.0;1;2.0
4649 XTE;4;2023-08-19 07:13:12;5849;7.2;5;5.3
4649 XTE;4;2023-08-06 10:36:52;6642;10.6;6;6.4
4649 XTE;4;2023-08-24 23:38:03;11086;23.6;3;4.0
4649 XTE;4;2023-06-13 05:18:01;8552;5.3;1;1.2
4649 XTE;4;2023-05-18 15:22:29;9274;15.4;3;3.6
4649 XTE;4;2023-09-15 06:23:02;10869;6.4;4;4.3
4649 XTE;4;2023-12-24 11:51:57;10954;11.9;6;6.5
4649 XTE;4;2023-07-26 04:12:41;10029;4.2;2;2.2
4649 XTE;4;2023-02-13 01:30:13;7200;1.5;0;0.1
4880 WTA;4;2023-01-16 14:03:59;6063;14.1;0;0.6
4880 WTA;4;2023-06-13 20:44:57;9271;20.7;1;1.9
4880 WTA;4;2023-03-18 08:29:50;11255;8.5;5;5.4
4880 WTA;4;2023-12-09 17:34:56;13246;17.6;5;5.7
2406 ECD;4;2023-05-10 07:21:36;3549;7.4;2;2.3
2406 ECD;4;2023-01-10 21:21:08;7006;21.4;1;1.9
2406 ECD;4;2023-03-13 22:12:40;6814;22.2;0;0.9
2406 ECD;4;2023-05-06 10:31:43;13400;10.5;5;5.4
2406 ECD;4;2023-05-03 08:14:33;7452;8.2;2;2.3
2406 ECD;4;2023-05-29 05:52:37;1528;5.9;0;0.2
2406 ECD;4;2023-01-22 10:09:50;11686;10.2;6;6.4
2406 ECD;4;2023-08-13 22:46:50;10194;22.8;6;7.0
2406 ECD;4;2023-07-01 01:10:17;11116;1.2;5;5.0
2406 ECD;4;2023-11-07 05:56:15;8708;5.9;1;1.2
4338 KHR;4;2023-09-28 19:11:43;7035;19.2;3;3.8
4338 KHR;4;2023-04-16 13:29:56;6506;13.5;6;6.6
4338 KHR;4;2023-01-27 09:41:34;11697;9.7;4;4.4
4338 KHR;4;2023-04-24 08:06:45;5047;8.1;0;0.3
4338 KHR;4;2023-06-08 20:50:14;10148;20.8;3;3.9
4338 KHR;4;2023-04-20 05:57:32;3085;6.0;3;3.2
4338 KHR;4;2023-09-23 13:55:33;5896;13.9;5;5.6
4338 KHR;4;2023-10-01 17:56:14;7977;17.9;6;6.7
4338 KHR;4;2023-09-10 10:44:58;3501;10.7;6;6.4
4338 KHR;4;2023-06-25 04:27:04;9084;4.5;6;6.2
6937 UKH;4;2023-07-20 13:08:26;9015;13.1;3;3.5
6937 UKH;4;2023-08-25 19:30:53;4862;19.5;4;4.8
6937 UKH;4;2023-06-22 01:52:04;7779;1.9;3;3.1
6937 UKH;4;2023-09-21 15:43:08;8104;15.7;3;3.7
6937 UKH;4;2023-08-15 13:46:19;8641;13.8;1;1.6
6937 UKH;4;2023-10-20 21:04:01;13793;21.1;4;4.9
6937 UKH;4;2023-05-12 03:50:46;5246;3.8;4;4.2
0672 XLK;4;2023-01-22 21:45:13;4626;21.8;6;6.9
0672 XLK;4;2023-05-14 16:10:43;12052;16.2;6;6.7
0672 XLK;4;2023-05-24 12:23:46;9768;12.4;2;2.5
0672 XLK;4;2023-06-16 19:03:50;13144;19.1;4;4.8
4229 OLS;4;2023-03-16 23:14:17;6696;23.2;3;4.0
4229 OLS;4;2023-11-19 23:45:36;5537;23.8;6;7.0
4229 OLS;4;2023-12-26 23:50:33;6653;23.8;1;2.0
4229 OLS;4;2023-04-13 11:39:49;4529;11.7;3;3.5
9152 IJE;4;2023-12-26 06:34:27;4621;6.6;1;1.3
9152 IJE;4;2023-07-14 21:37:44;10513;21.6;4;4.9
9152 IJE;4;2023-05-04 05:15:43;14896;5.3;3;3.2
9152 IJE;4;2023-03-20 19:07:22;7932;19.1;0;0.8
9152 IJE;4;2023-05-24 19:50:27;4390;19.8;2;2.8
9152 IJE;4;2023-02-06 15:34:19;1608;15.6;0;0.7
9152 IJE;4;2023-01-27 15:16:38;11935;15.3;4;4.6
1986 RPI;4;2023-01-30 04:12:08;10951;4.2;0;0.2
1986 RPI;4;2023-04-23 20:28:08;2785;20.5;6;6.9
1986 RPI;4;2023-11-13 15:21:59;8995;15.4;0;0.6
1986 RPI;4;2023-01-27 08:57:02;8717;9.0;4;4.4
1986 RPI;4;2023-03-05 09:22:52;7414;9.4;6;6.4
1986 RPI;4;2023-06-11 23:40:50;7010;23.7;6;7.0
1986 RPI;4;2023-10-01 11:30:32;4679;11.5;6;6.5
1986 RPI;4;2023-10-09 16:10:59;3569;16.2;0;0.7
1986 RPI;4;2023-01-09 17:14:06;9315;17.2;0;0.7
7658 HYM;4;2023-12-03 21:50:19;8165;21.8;6;6.9
7658 HYM;4;2023-03-31 21:07:44;10237;21.1;4;4.9
7658 HYM;4;2023-04-06 10:25:28;6622;10.4;3;3.4
7658 HYM;4;2023-04-16 03:44:21;10859;3.7;6;6.2
7658 HYM;4;2023-02-14 10:36:05;4012;10.6;1;1.4
7658 HYM;4;2023-12-23 10:39:12;4244;10.7;5;5.4
7658 HYM;4;2023-11-15 13:30:23;4531;13.5;2;2.6
7658 HYM;4;2023-12-21 13:34:06;4490;13.6;3;3.6
7658 HYM;4;2023-08-28 13:19:50;11241;13.3;0;0.6
1034 XCI;4;2023-11-22 20:47:47;1505;20.8;2;2.9
1034 XCI;4;2023-08-03 09:33:09;6360;9.6;3;3.4
1034 XCI;4;2023-09-25 19:04:51;11274;19.1;0;0.8
1034 XCI;4;2023-05-01 21:27:08;5976;21.5;0;0.9
1034 XCI;4;2023-03-06 14:26:55;11062;14.4;0;0.6
1034 XCI;4;2023-10-12 06:21:10;9027;6.4;3;3.3
9491 GDG;4;2023-03-16 14:37:05;10038;14.6;3;3.6
9491 GDG;4;2023-11-16 16:18:05;1391;16.3;3;3.7
9491 GDG;4;2023-05-17 20:34:40;8394;20.6;2;2.9
9491 GDG;4;2023-11-06 14:12:22;9144;14.2;0;0.6
9491 GDG;4;2023-02-15 20:30:34;15257;20.5;2;2.9
9491 GDG;4;2023-01-09 00:51:09;677;0.9;0;0.0
9491 GDG;4;2023-11-08 06:09:01;6626;6.2;2;2.3
9491 GDG;4;2023-06-16 05:13:46;4578;5.2;4;4.2
9491 GDG;4;2023-05-03 22:40:30;2409;22.7;2;2.9
9491 GDG;4;2023-03-29 11:43:40;6037;11.7;2;2.5
2615 FWZ;4;2023-05-08 23:49:19;5317;23.8;0;1.0
2615 FWZ;4;2023-11-26 10:31:44;11002;10.5;6;6.4
2615 FWZ;4;2023-12-25 09:25:42;2584;9.4;0;0.4
2615 FWZ;4;2023-08-10 07:03:02;10281;7.1;3;3.3
2615 FWZ;4;2023-10-01 15:41:09;9472;15.7;6;6.7
2615 FWZ;4;2023-09-10 18:22:11;9313;18.4;6;6.8
2615 FWZ;4;2023-12-19 10:46:45;5887;10.8;1;1.4
5983 HKM;4;2023-09-26 01:53:35;3568;1.9;1;1.1
5983 HKM;4;2023-08-10 20:14:55;8657;20.2;3;3.8
5983 HKM;4;2023-06-22 15:06:16;9760;15.1;3;3.6
5983 HKM;4;2023-02-13 16:23:08;5609;16.4;0;0.7
5983 HKM;4;2023-11-12 16:14:54;7193;16.2;6;6.7
5983 HKM;4;2023-11-10 09:44:42;12012;9.7;4;4.4
5983 HKM;4;2023-08-23 17:56:32;8151;17.9;2;2.7
5983 HKM;4;2023-07-07 00:26:22;13100;0.4;4;4.0
8538 UFI;4;2023-01-07 12:30:59;5203;12.5;5;5.5
8538 UFI;4;2023-06-16 06:51:14;4234;6.9;4;4.3
8538 UFI;4;2023-03-28 12:16:13;1289;12.3;1;1.5
8538 UFI;4;2023-08-11 21:16:08;14965;21.3;4;4.9
8538 UFI;4;2023-03-09 19:36:51;3601;19.6;3;3.8
8538 UFI;4;2023-07-18 02:00:20;2361;2.0;1;1.1
8041 LAQ;4;2023-11-18 09:10:04;6641;9.2;5;5.4
8041 LAQ;4;2023-11-21 03:12:19;11264;3.2;1;1.1
8041 LAQ;4;2023-11-09 07:18:49;11993;7.3;3;3.3
8041 LAQ;4;2023-02-15 01:49:52;2401;1.8;2;2.1
8041 LAQ;4;2023-12-06 01:04:18;5683;1.1;2;2.0
8041 LAQ;4;2023-07-12 17:25:32;5611;17.4;2;2.7
8041 LAQ;4;2023-12-27 17:22:23;12943;17.4;2;2.7
7118 YLN;4;2023-06-27 23:49:26;6142;23.8;1;2.0
7118 YLN;4;2023-10-20 13:02:05;7200;13.0;4;4.5
7118 YLN;4;2023-02-14 07:12:16;10639;7.2;1;1.3
7118 YLN;4;2023-10-12 15:10:25;7091;15.2;3;3.6
3448 FBK;4;2023-12-13 05:13:03;15981;5.2;2;2.2
3448 FBK;4;2023-09-28 07:19:04;7097;7.3;3;3.3
3448 FBK;4;2023-03-22 11:00:48;8145;11.0;2;2.5
3448 FBK;4;2023-01-02 02:52:13;10482;2.9;0;0.1
3448 FBK;4;2023-11-07 19:02:44;4754;19.0;1;1.8
6471 SFP;4;2023-04-14 12:01:10;4662;12.0;4;4.5
6471 SFP;4;2023-04-29 12:42:15;6830;12.7;5;5.5
6471 SFP;4;2023-05-28 12:21:53;6124;12.4;6;6.5
6471 SFP;4;2023-06-16 13:02:04;11847;13.0;4;4.5
6471 SFP;4;2023-10-03 19:23:19;2776;19.4;1;1.8
6471 SFP;4;2023-05-29 17:52:48;9663;17.9;0;0.7
6471 SFP;4;2023-04-19 07:54:59;5449;7.9;2;2.3
6471 SFP;4;2023-05-21 14:33:16;3332;14.6;6;6.6
6759 XHP;4;2023-12-25 09:42:32;11461;9.7;0;0.4
6759 XHP;4;2023-10-01 22:57:52;7924;23.0;6;7.0
6759 XHP;4;2023-01-14 13:04:08;6353;13.1;5;5.5
6759 XHP;4;2023-07-18 00:54:29;5244;0.9;1;1.0
6759 XHP;4;2023-02-24 08:07:58;8915;8.1;4;4.3
6759 XHP;4;2023-03-03 18:52:32;4241;18.9;4;4.8
6759 XHP;4;2023-06-16 14:19:53;4053;14.3;4;4.6
8296 AEF;4;2023-07-29 10:48:34;5468;10.8;5;5.5
8296 AEF;4;2023-09-29 12:07:58;9108;12.1;4;4.5
8296 AEF;4;2023-05-25 09:48:50;7840;9.8;3;3.4
8296 AEF;4;2023-02-23 16:15:55;10863;16.3;3;3.7
8296 AEF;4;2023-10-11 14:10:30;10952;14.2;2;2.6
8296 AEF;4;2023-01-19 03:39:54;7514;3.7;3;3.2
8296 AEF;4;2023-08-29 08:55:27;9173;8.9;1;1.4
8296 AEF;4;2023-11-24 05:20:55;1412;5.3;4;4.2
8296 AEF;4;2023-12-05 08:11:58;9164;8.2;1;1.3
8296 AEF;4;2023-08-24 04:56:03;2176;4.9;3;3.2
3494 AWW;4;2023-08-05 01:33:13;4577;1.6;5;5.1
3494 AWW;4;2023-12-24 13:52:44;10025;13.9;6;6.6
3494 AWW;4;2023-11-10 13:08:50;4759;13.1;4;4.5
8956 BAC;4;2023-10-10 11:36:15;5102;11.6;1;1.5
8956 BAC;4;2023-03-10 01:42:00;5921;1.7;4;4.1
8956 BAC;4;2023-12-24 03:40:52;11407;3.7;6;6.2
8956 BAC;4;2023-07-15 13:39:35;5819;13.7;5;5.6
3562 UGB;4;2023-11-02 17:53:41;14042;17.9;3;3.7
3562 UGB;4;2023-03-18 00:17:12;12623;0.3;5;5.0
3562 UGB;4;2023-08-21 05:08:55;6991;5.1;0;0.2
3562 UGB;4;2023-05-29 22:10:52;10318;22.2;0;0.9
3562 UGB;4;2023-06-08 11:55:36;33;11.9;3;3.5
3562 UGB;4;2023-11-29 22:18:22;12634;22.3;2;2.9
3562 UGB;4;2023-11-28 08:02:58;10855;8.0;1;1.3
3562 UGB;4;2023-03-03 16:18:01;2643;16.3;4;4.7
3562 UGB;4;2023-07-10 06:26:55;8178;6.4;0;0.3
0206 LYA;4;2023-06-06 03:48:28;9421;3.8;1;1.2
0206 LYA;4;2023-01-11 01:13:46;5455;1.2;2;2.0
0206 LYA;4;2023-09-01 16:08:11;9736;16.1;4;4.7
0206 LYA;4;2023-10-28 02:55:16;7714;2.9;5;5.1
0206 LYA;4;2023-02-08 10:16:54;12257;10.3;2;2.4
0206 LYA;4;2023-07-11 10:19:23;2865;10.3;1;1.4
0206 LYA;4;2023-11-03 06:58:55;10970;7.0;4;4.3
5875 LDE;4;2023-09-20 13:31:40;11972;13.5;2;2.6
5875 LDE;4;2023-11-25 20:34:49;9481;20.6;5;5.9
5875 LDE;4;2023-11-19 17:28:21;5707;17.5;6;6.7
5875 LDE;4;2023-06-12 22:25:55;9969;22.4;0;0.9
5875 LDE;4;2023-11-03 19:38:32;938;19.6;4;4.8
5875 LDE;4;2023-05-29 08:17:46;5408;8.3;0;0.3
5875 LDE;4;2023-12-25 20:08:38;3971;20.1;0;0.8
5875 LDE;4;2023-05-14 17:37:16;4920;17.6;6;6.7
4669 PWF;4;2023-09-04 01:31:30;7486;1.5;0;0.1
4669 PWF;4;2022-12-31 21:03:22;958;21.1;5;5.9
4669 PWF;4;2023-06-21 00:07:37;3478;0.1;2;2.0
4669 PWF;4;2023-12-06 22:42:59;5806;22.7;2;2.9
2148 PVV;4;2023-11-08 16:04:16;11120;16.1;2;2.7
2148 PVV;4;2023-03-05 04:47:26;9642;4.8;6;6.2
2148 PVV;4;2023-07-17 17:38:36;5894;17.6;0;0.7
2148 PVV;4;2023-09-02 03:56:34;6327;3.9;5;5.2
2148 PVV;4;2023-04-21 18:12:54;10871;18.2;4;4.8
2148 PVV;4;2023-01-20 05:40:40;1066;5.7;4;4.2
2148 PVV;4;2023-11-07 12:32:06;5671;12.5;1;1.5
2148 PVV;4;2023-05-31 12:08:47;7936;12.1;2;2.5
2148 PVV;4;2023-09-16 17:04:49;1474;17.1;5;5.7
3266 HAD;4;2023-05-17 12:43:27;13130;12.7;2;2.5
3266 HAD;4;2023-07-17 17:05:19;6292;17.1;0;0.7
3266 HAD;4;2023-05-03 18:09:02;11675;18.2;2;2.8
3266 HAD;4;2023-08-13 23:36:53;7654;23.6;6;7.0
3266 HAD;4;2023-03-28 08:02:37;4557;8.0;1;1.3
3266 HAD;4;2023-07-24 13:12:06;7200;13.2;0;0.5
3266 HAD;4;2023-03-07 12:50:04;10928;12.8;1;1.5
3266 HAD;4;2023-09-27 09:35:48;6958;9.6;2;2.4
3266 HAD;4;2023-03-29 19:44:25;4589;19.7;2;2.8
3266 HAD;4;2023-01-03 10:55:50;10330;10.9;1;1.5
8241 HWQ;4;2023-08-29 21:45:15;13130;21.8;1;1.9
8241 HWQ;4;2023-03-04 00:38:06;10431;0.6;5;5.0
8241 HWQ;4;2023-09-11 18:55:58;1264;18.9;0;0.8
8241 HWQ;4;2023-06-06 15:10:41;6954;15.2;1;1.6
8241 HWQ;4;2023-04-06 03:11:41;4473;3.2;3;3.1
8241 HWQ;4;2023-10-06 10:38:05;1431;10.6;4;4.4
8241 HWQ;4;2023-11-18 08:01:40;8794;8.0;5;5.3
8241 HWQ;4;2023-03-25 02:34:07;9607;2.6;5;5.1
2780 KPV;4;2023-12-30 17:31:19;6909;17.5;5;5.7
2780 KPV;4;2023-07-22 09:17:21;9754;9.3;5;5.4
2780 KPV;4;2023-03-18 05:01:15;7929;5.0;5;5.2
2780 KPV;4;2023-11-09 14:24:25;6610;14.4;3;3.6
2780 KPV;4;2023-11-06 17:00:25;8218;17.0;0;0.7
2780 KPV;4;2023-10-17 23:19:35;4574;23.3;1;2.0
0763 AIG;4;2023-04-07 02:47:24;11230;2.8;4;4.1
0763 AIG;4;2023-10-11 10:31:03;3218;10.5;2;2.4
0763 AIG;4;2023-10-25 07:33:05;7200;7.6;2;2.3
0763 AIG;4;2023-10-13 14:31:50;5149;14.5;4;4.6
0763 AIG;4;2023-05-23 15:40:34;9375;15.7;1;1.7
0763 AIG;4;2023-09-22 05:19:06;5672;5.3;4;4.2
4875 PHN;4;2023-01-14 23:09:55;11102;23.2;5;6.0
4875 PHN;4;2023-05-23 04:59:17;2872;5.0;1;1.2
4875 PHN;4;2023-02-17 08:20:35;5545;8.3;4;4.3
4875 PHN;4;2023-04-16 06:35:55;5235;6.6;6;6.3
4875 PHN;4;2023-07-18 21:38:46;7978;21.6;1;1.9
